Andere Liste,Firmenname,Kennzeichnung Link,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Anlagen/Anteile an Anlagen,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
,Stadtwerke Forst GmbH,https://www.stadtwerke-forst.de/strom,,,,,,A,X,,,,,,,,,
,Stadtwerke Frankenthal GmbH,https://www.stw-frankenthal.de/_Resources/Persistent/111a52a7352ec07f1943e1e4e945c032ff31524a/2017_Stromkennzeichnung_FT.pdf,,Wormser Str. 111,67227,Frankenthal,https://www.stw-frankenthal.de/,A,X,,,,X,,,,,
,Stadtwerke Frankfurt (Oder) GmbH,https://www.stadtwerke-ffo.de/strom/veroeffentlichungen/,,Karl-Marx-Straße 195,15230,Frankfurt (Oder),https://www.stadtwerke-ffo.de/kundencentrum/service/,A,X,,,,X,,,,,
,Stadtwerke Freudenberg GmbH & Co. KG,http://www.stadtwerke-freudenberg.de/de/Strom/Stromkennzeichnung/,,Hauptstraße 152,97896,Freudenberg,https://www.stadtwerke-freudenberg.de/,A,X,,,,X,,,,,
,Stadtwerke Freudenstadt GmbH & Co. KG,https://www.stadtwerke-freudenstadt.de/de/Privatkunden/Strom/Strommix,,Reichsstraße 9,72250,Freudenstadt,https://www.stadtwerke-freudenstadt.de/de/Privatkunden,A,X,,,,X,,,,,
,Stadtwerke Friedrichsthal GmbH & Co. KG,https://www.kommpower.de/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Fröndenberg GmbH,https://www.stadtwerke-froendenberg.de/bilder/Kennzeichnung2017.jpg,,,,,,A,X,,,,,,,,,
,Stadtwerke Fürstenfeldbruck GmbH,https://www.stadtwerke-ffb.de/de/Privatkunden/Strom/Informationen/Stromkennzeichnung/,,Bullachstrasse 27,82256,Fürstenfeldbruck,https://www.stadtwerke-ffb.de/,R,,,,,,,X,KlimaInvest-Ökostrom,,Bildungsarbeit etc.
,Stadtwerke Furth im Wald GmbH & Co. KG,https://www.stadtwerke-furth.de/index.php/vertrieb/vertrieb-veroeffentlichung/category/129-stromkennzeichnung,,,,,,A,X,,,,,,,,,
,Stadtwerke Gaggenau,https://www.stadtwerke-gaggenau.de/de/Privatkunden/Strom/Nuetzliche-Informationen-zu-Ihrem-Strompreis/Informationen-zu-Ihrem-Strompreis.html,,,,,,A,X,,,,,,,,,
,Stadtwerke Garbsen GmbH,https://www.stadtwerke-garbsen.de/_Resources/Persistent/2c278fae886552d6531319332c6c104a6be15c9b/Stromkennzeichnung%202018.pdf,,Kochslandweg 20-22,30823,Garbsen,https://www.stadtwerke-garbsen.de/,A,X,,,,X,,,,,
,Stadtwerke Geesthacht GmbH,https://www.stadtwerke-geesthacht.de/strom.html,nicht vorhanden,Elbuferstraße 48-54,21502,Geesthacht,https://www.stadtwerke-geesthacht.de/startseite,A,X,,,,X,,,,,
,Stadtwerke Geldern GmbH,https://www.stadtwerke-geldern.de/privatkunden/strom/stromkennzeichnung,nicht aktuell,Markt 25,47608,Geldern,https://www.stadtwerke-geldern.de/,A,X,,,,X,,,,,
,Stadtwerke Gelnhausen GmbH,https://www.stadtwerke-gelnhausen.de/faq/stromkennzeichnung.html,,Philipp-Reis-Straße 1 - 3,63571,Gelnhausen,https://www.stadtwerke-gelnhausen.de/startseite.html,A,X,,,,X,,,,,
,Stadtwerke Gengenbach,https://www.stadtwerke-gengenbach.de/index.php?id=131&L=0,,Hauptstraße 17,77723,Gengenbach,https://www.stadtwerke-gengenbach.de/index.php?id=4,A,X,,,,X,,,,,
,Stadtwerke Georgsmarienhütte GmbH,http://www.sw-gmhuette.de/de/Produkte-Preise/Strom/Stromkennzeichnung1/,,Malbergerstraße 13,49124,Georgsmarienhütte,http://www.sw-gmhuette.de/,A,X,,,,X,,,,,
,Stadtwerke Germersheim GmbH,https://www.stw-ger.de/de/Strom/Germersheim-Sondernheim/Stromkennzeichnung/,,Gaswerkstraße 3,76726,Germersheim,https://www.stw-ger.de/,A,X,,,,X,,,,,
,Stadtwerke Gescher GmbH,https://www.stadtwerke-gescher.de/produkte/strom/stromkennzeichnung/,FEHLER nicht lesbar,Inselstr. 5,48712,Gescher,https://www.stadtwerke-gescher.de/,A,X,,,,,,,,,
,Stadtwerke Gießen AG,https://www.swg-energie.de/fileadmin/user_upload/PDF/02_Energie/01_Privatkunden/01_Strom/Stromkennzeichen_2017_TK.pdf,,Lahnstraße 31,35398,Gießen,https://www.swg-konzern.de/,A,X,,,,X,,,,,
,Stadtwerke Gifhorn GmbH,https://www.stadtwerke-gifhorn.de/privatkunden/strom/stromkennzeichnung/index.htm,,Torstraße 7,38518,Gifhorn,https://www.stadtwerke-gifhorn.de/,A,X,,,,X,,,,,
,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,https://www.stadtwerke-glauchau.de/pdf/stromkennzeichnung-2018-referenzjahr-2017.pdf?mod=1540886137,,,,,,A,X,,,,,,,,,
,Stadtwerke Glückstadt GmbH,https://www.stadtwerke-glueckstadt.de/oekostrom/oekostrom/,nicht aktuell,Bahnhofstrasse 2,25348,Glückstadt,https://www.stadtwerke-glueckstadt.de/,A,X,,,,X,,,,,
,Stadtwerke GmbH Bad Kreuznach,https://www.kreuznacherstadtwerke.de/strom/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Goch GmbH,https://www.stadtwerke-goch.de/fileadmin/redakteur/Gesch%C3%A4ftskunden/Stromkennzeichnung_2017.pdf,,Postfach 100553,47574,Goch,https://www.stadtwerke-goch.de/stadtwerke-goch/,A,X,,,,,,,,x,
,Stadtwerke Görlitz AG,https://www.stadtwerke-goerlitz.de/privatkunden/produkte/strom/,FEHLER Deutschland-Mix,Demianiplatz 23,2826,Görlitz,https://www.stadtwerke-goerlitz.de/privatkunden/,A,X,,,,X,,,,,
,Stadtwerke Gotha GmbH,https://www.stadtwerke-gotha.de/strom/energiemix/,,,,,,A,X,,,,,,,,,
,Stadtwerke Göttingen AG,https://www.stadtwerke-goettingen.de/produkte/goestrom/strom-mix/,,,,,,A,X,,,,,,,,,
,Stadtwerke Greven GmbH,https://www.stadtwerke-greven.de/de/Strom/Stromtarife/Stromtarife/Stromkennzeichnung,,Saerbecker Str. 77-78,48268,Greven,https://www.stadtwerke-greven.de/,A,X,,,,X,,,,,
,Stadtwerke Grevesmühlen GmbH,https://www.stadtwerke-gvm.de/de/produkte-leistungen/strom.html,,Grüner Weg 26,23936,Grevesmühlen,https://www.stadtwerke-gvm.de/de/start.html,A,X,,,,X,,,,,
,Stadtwerke Grimma GmbH,https://www.stadtwerke-grimma.de/wp-content/uploads/2018/10/Energietr%C3%A4germix.pdf,FEHLER mit EEG,Lange Straße 17,4668,Grimma,https://www.stadtwerke-grimma.de/,A,X,,,,X,,,,,
,Stadtwerke Gronau GmbH,https://www.stadtwerke-gronau.de/unsere-angebote/strom/stromkennzeichnung/,,Laubstiege 19,48599,Gronau,https://www.stadtwerke-gronau.de/startseite/,A,X,,,,X,,,,,
,Stadtwerke Großalmerode GmbH & Co. KG - Eine Marke der Städtische Werke AG Kassel,https://www.stadtwerke-grossalmerode.de/produkte/strom/,,,,,,A,X,,,,,,,,,
,Stadtwerke Groß-Gerau Versorgungs GmbH,http://www.ggv-energie.de/cms/strom/stadt/tarife/tarifinformationen/strommix.php,FEHLER Deutschland-Mix,Darmstädter Strasse 53,64521,Groß-Gerau,http://ggv-energie.de/,A,X,,,,X,,,,,
,Stadtwerke Grünstadt GmbH,https://www.swen-gruenstadt.de/swen/service/downloads/?navid=961883961883#anchor_f22b180f_Accordion-Strom,,Max-Planck-Str. 12,67269,Grünstadt,https://www.swen-gruenstadt.de/,A,X,,,,X,,,,,
,Stadtwerke Gunzenhausen GmbH,https://www.swg-gun.de/index.php/swg/Strom/Stromkennzeichnung,nicht aktuell,Nürnbergerstr. 19-21,91710,Gunzenhausen,https://www.swg-gun.de/,A,X,,,,X,,,,,
,Stadtwerke Güstrow GmbH,https://www.stadtwerke-guestrow.de/unsere-produkte/strom/ueber-stromissimorstrom/#c295,,,,,,A,X,,,,,,,,,
,Stadtwerke Gütersloh GmbH,https://www.stadtwerke-gt.de/privatkunden/strom/grund-und-ersatzversorgung/,,Berliner Str. 260,33330,Gütersloh,https://www.stadtwerke-gt.de/,A,X,,,,X,,,,,
,Stadtwerke Haan GmbH,https://stadtwerke-haan.de/,,Leichlinger Straße 2,42781,Haan,https://stadtwerke-haan.de/home.html,A,X,,,,X,,,,,
,Stadtwerke Hagenow GmbH,http://www.stadtwerke-hagenow.de/wp-content/uploads/Stromkennzeichnung-2017.pdf,,Bahnhofstraße 87,19230,Hagenow,https://www.stadtwerke-hagenow.de/,A,X,,,,X,,,,,
,Stadtwerke Haiger,http://www.stadtwerkehaiger.de/de/Energie-Wasser/Strom/Stromkennzeichnung.html,,Hüttenstraße 18,35708,Haiger,https://www.stadtwerkehaiger.de/,A,X,,,,X,,,,,
,Stadtwerke Haldensleben GmbH,https://www.swhdl.de/cdn/stadtwerke-haldensleben/strom/strommix_2017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Haltern am See GmbH,https://www.stadtwerke-haltern.de/fileadmin/user_upload/Vertrieb/2018/Mix2017.jpg,,,,,,A,X,,,,,,,,,
,Stadtwerke Hammelburg GmbH,https://www.stadtwerke-hammelburg.de/eigene_dateien/aktuell/2018-aktuellers/20181029_stromkennzeichnung_2017.pdf,,Rote-Kreuz-Str. 44,97762,Hammelburg,https://www.stadtwerke-hammelburg.de/leistungen-stadtwerke-hammelburg/habnet-dsl.html,RC,,,,,,,,,,
,Stadtwerke Hamm GmbH,https://www.stadtwerke-hamm.de/privatkunden/energie/strom/strominfos/stromkennzeichnung/,,Südring 1 - 3,59065,Hamm,https://www.stadtwerke-hamm.de/privatkunden/startseite/,A,X,,,,X,,,,,
,Stadtwerke Hanau GmbH,https://stadtwerke-hanau.de/produkte/strom/uebersicht-strom,,Am Freiheitsplatz,63450,Hanau,https://stadtwerke-hanau.de,R,,,?,,,,,KlimaInvest-ÖkostromRE,,
,Stadtwerke Harsewinkel GmbH,https://www.stadtwerke-harsewinkel.de/privatkunden/strom/stromherkunft/,,Münsterstraße 8,33428,Harsewinkel,https://www.stadtwerke-harsewinkel.de/,A,X,,,,X,,,,,
,Stadtwerke Haslach,https://www.stadtwerke-haslach.de/index.php/strom/unterlagen,nicht aktuell,Alte Hausacher Str. 1,77716,Haslach,https://stadtwerke-haslach.de/,A,X,,,,,,,,,
,Stadtwerke Hattingen GmbH,https://www.stadtwerke-hattingen.de/de/Privat-Gewerbekunden/Strom/Energietraegermix/,,Weg zum Wasserwerk 23,45525,Hattingen,https://www.stadtwerke-hattingen.de/,A,X,,,,X,,,,,
,Stadtwerke Havelberg GmbH,https://www.stadtwerke-havelberg.de/produkte/strom/strom-uebersicht.html,FEHLER mit EEG,,,,,A,X,,,,,,,,,
,Stadtwerke Hechingen,https://www.stadtwerke-hechingen.de/privatkunden/angebot/strom/unser-strom/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Heide GmbH,https://www.stadtwerke-heide.de/kennzeichnung.html,,Hinrich-Schmidt-Str. 16,25746,Heide,https://www.stadtwerke-heide.de/index.php/startseite.html,A,X,,,,X,,,,,
,Stadtwerke Heidelberg Energie GmbH,https://www.swhd.de/de/Energie-und-Wasser/Strom/Rechte-Seite/Stromkennzeichnung.jpg,,Kurfürsten-Anlage 50,69115,Heidelberg,https://www.swhd.de/,A,X,,,,X,,,,,
,Stadtwerke Heidenheim AG,https://www.stadtwerke-heidenheim.de/info-service/gesetze-verordnungen.html,,Meeboldstraße 1,89522,Heidenheim,https://www.stadtwerke-heidenheim.de/,A,X,,,,X,,,,,
,Stadtwerke Heilbad Heiligenstadt GmbH,https://www.stadtwerke-heiligenstadt.de/index.php?id=147,,,,,,A,X,,,,,,,,,
,Stadtwerke Heiligenhafen,https://www.stadtwerke-heiligenhafen.com/stromkennzeichnung/,,Am Jachthafen 4a,23774,Heiligenhafen,https://www.stadtwerke-heiligenhafen.com,R,,,,,,,X,RenewablePLUS,,
,Stadtwerke Heilsbronn,https://www.heilsbronn-stadtwerke.de/strom/allgemeines/,nicht aktuell,Kammereckerplatz 1,91560,Heilsbronn,https://www.heilsbronn-stadtwerke.de/,A,X,,,,X,,,,,
,Stadtwerke Hemau,https://www.stadtwerke-hemau.de/cms/pages/strom/stromvertrieb/sonstige-veroeffentlichungen.php,,,,,,A,X,,,,,,,,,
True,Stadtwerke Hemer GmbH,,,Wasserwerkstraße 4 ,58675,Hemer ,https://www.stadtwerke-hemer.de,?,,,,,,,,,x,
,Stadtwerke Herborn GmbH,https://www.stadtwerke-herborn.de/privatkunden/strom/tarife-preise-ab-01012019/herborn-stadtteile.html#collapse2004-5,,Walkmühlenweg 12,35745,Herborn,https://www.stadtwerke-herborn.de/,A,X,,,,X,,,,,
,Stadtwerke Herford GmbH,https://www.stadtwerke-herford.de/?page=produkte_strom,,Werrestr. 103,32049,Herford,https://www.stadtwerke-herford.de/,A,X,,,,X,,,,,
,Stadtwerke Herne AG,https://www.stadtwerke-herne.de/privatkunden/produkte/strom/copy_of_strominfos,,Grenzweg 18,44623,Herne,https://www.stadtwerke-herne.de/privatkunden,A,X,,,,X,,,,,
,Stadtwerke Herrenberg,https://stadtwerke.herrenberg.de/gaeugas-gaeustrom/gaeustrom/tarife/privatkunden/gaeustrom-eco,,Stuttgarter Straße 92,71083,Herrenberg,https://stadtwerke.herrenberg.de,R,,,,,,,X,KlimaInvest-Ökostrom,,Biogas Angebot
,Stadtwerke Hettstedt GmbH,https://stadtwerke-hettstedt.de/strom.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Hilden GmbH,https://stadtwerke-hilden.de/privatkunden/hildenstrom/produkte-und-preise.html,,Am Feuerwehrhaus 1,40724,Hilden,https://stadtwerke-hilden.de/,A,X,,,,,,,,,
,Stadtwerke Hockenheim,http://www.stadtwerke-hockenheim.de/hockenheimGips/Gips?SessionMandant=Hockenheim&Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&RessourceID=6495,,Obere Hauptstr. 8,68766,Hockenheim,http://www.stadtwerke-hockenheim.de/,A,X,,,,X,,,,,
,Stadtwerke Hollfeld,https://www.stadtwerke-hollfeld.de/index.php/preise-und-tarife,,,,,,A,X,,,,,,,,,
,Stadtwerke Holzminden GmbH,https://www.stadtwerke-holzminden.de/stadtwerke_holzminden/leistungen/strom/preisbestandteile.htm,FEHLER fehlerhafte Kennzeichnung,Rehwiese 28,37603,Holzminden,https://www.stadtwerke-holzminden.de/,A,X,,,,,,,,x,
,Stadtwerke Homburg GmbH,https://www.stadtwerke-homburg.de/energie/strom/unser-strom-mix.html,,Lessingstr. 3,66424,Homburg,https://www.stadtwerke-homburg.de/startseite.html,A,X,,,,X,,,,,
,Stadtwerke Horb am Neckar,https://www.horb.de/Energie,,,,,,A,X,,,,,,,,,
,Stadtwerke Hünfeld GmbH,http://www.stadtwerke-huenfeld.de/strom/strommkennzeichnung/index.html,,Lindenstraße 8,36088,Hünfeld,https://www.stadtwerke-huenfeld.de/,A,X,,,,X,,,,,
,Stadtwerke Husum GmbH,https://www.stadtwerke-husum.de/strom/#stromkennzeichnung,,Am Binnenhafen 1,25813,Husum,https://www.stadtwerke-husum.de/,A,X,,,,X,,,,,
,Stadtwerke Ilmenau GmbH,https://www.stadtwerke-ilmenau.de/service-formular/veroeffentlichungen.html,,,,,,A,X,,,,,,,,,
,Stadtwerke Ingolstadt Energie GmbH,https://blog.sw-i.de/blogdetail/news/strommix-das-steckt-in-ihrem-strom/?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&cHash=baaaaab8229404cee0a5e477c2368ac3,,,,,,A,X,,,,,,,,,
,Stadtwerke Iserlohn GmbH,https://www.heimatversorger.de/de/Privatkunden/Energie-Wasser/SauerlandStrom/Stromkennzeichnung/,,Stefanstr. 4-8,58638,Iserlohn,https://www.heimatversorger.de/de/Netz/,A,X,,,,X,,,,,
,Stadtwerke Itzehoe GmbH,https://www.stadtwerke-itzehoe.de/strom/oekostrom/,nicht aktuell,Gasstraße 18,25524,Itzehoe,https://www.stadtwerke-itzehoe.de/,A,X,,,,,,,,,
,Stadtwerke Jülich GmbH,https://www.stadtwerke-juelich.de/privatkunden/swj-stabilstrom-2020/,nicht aktuell,An der Vogelstange 2a,52428,Jülich,https://www.stadtwerke-juelich.de/,A,X,,,,X,,,,,
,Stadtwerke Kaarst GmbH,https://www.stadtwerke-kaarst.de/strom/allgemeine-hinweise/stromkennzeichnung/,,Rathaus Stadt Kaarst,41564,Kaarst,http://www.stadtwerke-kaarst.de/,RC,,,,,,,,,,
,Stadtwerke Kalkar GmbH & Co. KG,https://www.stadtwerke-kalkar.de/strom/allgemeine-hinweise/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Kaltenkirchen GmbH,http://www.stadtwerke-kaltenkirchen.de/relaunch/Home/23a21f8acd99/82.html,FEHLER mit EEG,Kamper Weg 38,24568,Kaltenkirchen,https://www.stadtwerke-kaltenkirchen.de/relaunch/index.php,A,X,,,,X,,,,x,
,Stadtwerke Kamp-Lintfort GmbH,https://www.swkl.de/stromkennzeichnung,,Wilhelmstraße 1a,47475,Kamp-Lintfort,https://www.swkl.de/,A,X,,,,X,,,,,
,Stadtwerke Karlsruhe GmbH,https://www.stadtwerke-karlsruhe.de/swk/privatkunden/strom/energietraegermix.php,,Daxlander Straße 72,76185,Karlsruhe,https://www.stadtwerke-karlsruhe.de/,A,X,,,,X,,,,,
,Stadtwerke Kelheim GmbH & Co. KG,https://www.stadtwerke-kelheim.de/images/Dokumente/Stromkennzeichnung-2017%20aufbereitet%20Grafik.jpg,,Hallstattstr. 15,93309,Kelheim,https://www.stadtwerke-kelheim.de/,A,X,,,,X,,,,,
,Stadtwerke Kempen GmbH,https://www.stadtwerke-kempen.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/stromkennzeichnung-veroeffentlichung-fuer-2017-stadtwerke-kempen.pdf,,,,,,A,X,,,,,,,,,
True,Stadtwerke Kerpen - in Kooperation mit innogy SE,,,,,,https://www.stadtwerke-kerpen.de/partnerschaft.html,B,,25% Beteiligung von Innogy / RWE,,,,,,,,
,Stadtwerke Kiel AG,https://www.stadtwerke-kiel.de/swk/de/produkte/privatkunden/strom/fragen_zum_strom/kieler_strommix/kieler_strommix.jsp,,Uhlenkrog 32,24113,Kiel,https://www.stadtwerke-kiel.de/swk/de/,A,X,,,,X,,,,,
,Stadtwerke Kirn GmbH,https://www.stadtwerke-kirn.de/fileadmin/user_data/Stadtwerke_Kirn/Stromkennzeichnung_2017.pdf,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,Stadtwerke Kleve GmbH,https://www.stadtwerke-kleve.de/fileadmin/PDF/Strom/Stromkennzeichnung_2017.pdf,,Flutstraße 36,47533,Kleve,https://www.stadtwerke-kleve.de/privatkunden,A,X,,,,X,,,,,
,Stadtwerke Klingenberg Kommunalunternehmen (AöR),https://www.stadtwerke-klingenberg.de/index.php/strom/strom-kennzeichnung,nicht aktuell,Rathausstraße 9,63911,Klingenberg a.Main,https://stadtwerke-klingenberg.de/,A,X,,?,,,,X,,,Gründung der BürgerEnergieWerke Klingenberg GmbH
,Stadtwerke Konstanz GmbH,https://www.stadtwerke-konstanz.de/fileadmin/pdf/Energie/20181025_Stromkennzeichnung-2017.pdf,,Max-Stromeyerstr.21-29,78467,Konstanz,https://www.stadtwerke-konstanz.de/de/,R,,,X,,,,,Grüner Strom,,
,Stadtwerke Kulmbach,https://www.stromfix-kulmbach.de/faq.html,,,,,,A,X,,,,,,,,,
,Stadtwerke Kusel GmbH,https://stadtwerke.kusel.de/produkte/strom/strommix/,,Lehnstraße 32,66869,Kusel,https://stadtwerke.kusel.de/home/,A,X,,,,X,,,,,
,Stadtwerke Laage GmbH,https://www.stadtwerke-laage.de/downloads.html,nicht aktuell,Polchower Chaussee 12,18299,Laage,https://stadtwerke-laage.de/index.html,A,X,,,,X,,,,x,
,Stadtwerke Lage GmbH,https://www.stadtwerke-lage.de/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Lambrecht (Pfalz) GmbH,https://www.sw-lambrecht.de/de/Service-Dienste/Service/Download-Center/Download-Center/Stromkennzeichnung-2017-Endfassung-SWL.pdf,,Hauptstrasse 14,67466,Lambrecht,https://www.sw-lambrecht.de/,A,X,,,,X,,,,,
,Stadtwerke Landau a.d. Isar,https://www.swlandau.de/strom/stromvertrieb/veroeffentlichungen/,,,,,,A,X,,,,,,,,,
,Stadtwerke Landsberg KU,https://www.stadtwerke-landsberg.de/produkte/oekostrom/privatkunden-strom/,,Epfenhauser Straße 12,86899,Landsberg am Lech,https://www.stadtwerke-landsberg.de,R,,,,,,,,"Verbund, TÜV Süd",,bezieht strom von der Verbund AG
,Stadtwerke Landshut,http://www.stadtwerke-landshut.de/fileadmin/files_stadtwerke/strom/stromkennzeichnung_2017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Langenfeld GmbH,https://www.stw-langenfeld.de/de/Energie-Trinkwasser1/Strom/Preise-Vertraege/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Langen GmbH,https://www.stadtwerke-langen.de/de/Produkte/Strom/Stromkennzeichnung/Linke-Seite/SWL-Serviceinformationen-20180313-FINAL.pdf,,Weserstr. 14,63225,Langen,https://stadtwerke-langen.de/,A,X,,,,X,,,,,
,Stadtwerke Langenzenn,https://www.langenzenn.de/fileadmin/Dateien/Dateien/Stadtwerke/Strom/Stromkennzeichnung_2017_-_31.10.2018.pdf,,Obere Ringstrasse 17,90579,Langenzenn,https://www.stadtwerke-langenzenn.de/startseite/,A,X,,,,X,,,,,
,Stadtwerke Laufenburg,http://www.laufenburg.de/fileadmin/Dateien/Dateien/Stadtwerke/Stromkennzeichnung_2018.pdf,,Hauptstraße 30,79725,Laufenburg,https://www.laufenburg.de/leben-wohnen/stadtwerke/stadtwerke-kontakt/,A,X,,,,X,,,,,
,Stadtwerke Lauterbach GmbH,https://www.stadtwerke-lauterbach.de/strom/Strominformation/stromkennzeichnung/,,Hinter dem Spittel 15,36341,Lauterbach,https://www.stadtwerke-lauterbach.de/,A,X,,,,X,,,,,
,Stadtwerke Lebach GmbH & Co. KG,https://www.kommpower.de/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Lehrte GmbH,https://www.stadtwerke-lehrte.de/uploads/media/Stromkennzeichen_2017.pdf,FEHLER mit EEG,,,,,A,X,,,,,,,,,
,Stadtwerke Leinefelde-Worbis GmbH,https://www.stadtwerke-leinefelde.de/bekanntmachungen-veroeffentlichungen-und-informationen/veroeffentlichungspflichten/unser-energiemix,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Leine - Solling GmbH,https://www.stadtwerke-leine-solling.de/strom/stromkennzeichnung/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Leinfelden-Echterdingen,http://www.stadtwerke-le.de/ceasy/modules/resources/main.php?download=1&id=133,,Weidacher Steige 6,70771,Leinfelden-Echterdingen,http://www.stadtwerke-le.de,R,,,X,,,,X,,,
,Stadtwerke Leipzig GmbH,https://www.l.de/stadtwerke/extras/rechtliches,,Eutritzscher Str. 17-19,4105,Leipzig,https://www.l.de/stadtwerke,A,X,,,,X,,,,,
,Stadtwerke Lemgo GmbH,https://www.stadtwerke-lemgo.de/privatkundenbereich/strom/lemgostrom/,,Bruchweg 24,32657,Lemgo,https://www.stadtwerke-lemgo.de/,A,X,,,,X,,,,,
,Stadtwerke Lengerich GmbH,https://www.swl-unser-stadtwerk.de/privatkunden/strom/weitere-informationen/,,An der Mühlenbreede 4,49525,Lengerich,https://www.swl-unser-stadtwerk.de/,A,X,,,,X,,,,,
,Stadtwerke Leutershausen,https://leutershausen-my.sharepoint.com/:b:/g/personal/najib_anjoka_leutershausen_de/EWAjFZaF_2lLuZPSOLXAYvAB6h7wSTcf7D4jZETZWkLuiQ?e=rljx50,,,,,,A,X,,,,,,,,,
,Stadtwerke Lichtenfels,https://www.stadtwerke-lichtenfels.de/fileadmin/content/strom/dokumente/Kennzeichnung_der_Stromlieferungen_2017.pdf,,Eichenweg 15,96215,Lichtenfels,https://www.stadtwerke-lichtenfels.de,RC,,,,,,,,,,
,Stadtwerke Lindau (B) GmbH & Co. KG,https://www.sw-lindau.de/strom/stromkennzeichnung,,Auenstraße 12,88131,Lindau (B),https://www.sw-lindau.de/,RC,,,?,,,,,,,
,Stadtwerke Lingen GmbH,https://www.stadtwerke-lingen.de/pdf_files/downloads/18101126_stadtwerke_flyer_strompreise_haushalt_2019_v1_web_mit_rand.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Lippstadt GmbH,https://www.stadtwerke-lippstadt.com/lippstadtGips/Gips?SessionMandant=SW-Lippstadt&Anwendung=EnWGKnotenAnzeigen&PrimaryId=924&Mandantkuerzel=SW-Lippstadt&Navigation=J,,Bunsenstraße 2,59557,Lippstadt,https://www.stadtwerke-lippstadt.com/,A,X,,,,X,,,,,
,Stadtwerke Löbau GmbH,https://www.sw-l.de/index.php/component/jdownloads/send/104-energietraegermix-2015/174-energietraegermix-2017,,Georgewitzer Strasse 54,2708,Löbau,https://www.sw-l.de/,A,X,,,,X,,,,,
,Stadtwerke Löffingen,https://www.stadtwerke-loeffingen.de/fileadmin/Stadtwerke/PDF/2017_-_Stromkennzeichnung_der_Stadtwerke_L%C3%B6ffingen.pdf,FEHLER Umweltbelastungen,Rathausplatz 1,79843,Löffingen,https://www.stadtwerke-loeffingen.de/index.php?id=562,A,X,,,,X,,,,,
,Stadtwerke Lohmar GmbH & Co. KG,https://www.stadtwerke-lohmar.de/stromkennzeichnung.html,,Hauptstraße 27 -29,53797,Lohmar,https://www.stadtwerke-lohmar.de/startseite/,A,X,,,,X,,,,,
,Stadtwerke Loitz GmbH,https://www.stadtwerke-loitz.de/,,Lange Straße 83,17121,Loitz,https://stadtwerke-loitz.de,RC,,,,,,,,,,
,Stadtwerke Lübbecke GmbH,https://www.stadtwerke-luebbecke.de/de/Home/Rechtliches/,,Gasstraße 1,32312,Lübbecke,https://www.stadtwerke-luebbecke.de/,A,X,,,,X,,,,,
,Stadtwerke Lübeck GmbH,https://www.swhl.de/produkte/luebeckstrom/,,Geniner Straße 80,23560,Lübeck,https://www.swhl.de/,A,X,,,,X,,,,,
,Stadtwerke Lübz GmbH,http://www.stadtwerke-luebz.de/stromkennzeichnung.html,FEHLER mit EEG,,,,,A,X,,,,,,,,,
,Stadtwerke Lüdenscheid GmbH,https://www.stadtwerke-luedenscheid.de/Home/Privatkunden/Strom/Stromkennzeichnung.aspx,,Lennestraße 2,58507,Lüdenscheid,https://www.stadtwerke-luedenscheid.de/Home.aspx,A,X,,,,X,,,,,
,Stadtwerke Ludwigsburg-Kornwestheim GmbH,https://www.swlb.de/de/Energie/Strom/Stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Ludwigsfelde GmbH,https://stadtwerke-ludwigsfelde.de/produkteleistungen/privatkunden/strom/strommix_eeg_bericht/,,Potsdamer Straße 31,14974,Ludwigsfelde,https://stadtwerke-ludwigsfelde.de/,A,X,,,,X,,,,,
,Stadtwerke Ludwigslust-Grabow GmbH,https://www.stw-ludwigslust-grabow.de/strom/stromkennzeichnung.html,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,Stadtwerke Lünen GmbH,https://www.stadtwerke-luenen.de/privatkunden/strom/energietraegermix/,,,,,,A,X,,,,,,,,,
