Lichtblick Liste,RoWo Liste,Firmenname,Erneuerbare Energien 2,Link Stromkennzeichnung,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,Stadtwerke Haldensleben GmbH,0.21%,https://www.swhdl.de/cdn/stadtwerke-haldensleben/strom/strommix_2017.pdf,,,,,,,,,,,,,,,,
True,,Stadtwerke Haltern am See GmbH,2.97%,https://www.stadtwerke-haltern.de/fileadmin/user_upload/Vertrieb/2018/Mix2017.jpg,,,,,,,,,,,,,,,,
True,True,Stadtwerke Hammelburg GmbH,100.00%,https://www.stadtwerke-hammelburg.de/eigene_dateien/aktuell/2018-aktuellers/20181029_stromkennzeichnung_2017.pdf,,Rote-Kreuz-Str. 44,97762,Hammelburg,https://www.stadtwerke-hammelburg.de/leistungen-stadtwerke-hammelburg/habnet-dsl.html,R?,,,?,,,,,,,
True,True,Stadtwerke Hamm GmbH,15.90%,https://www.stadtwerke-hamm.de/privatkunden/energie/strom/strominfos/stromkennzeichnung/,,Südring 1 - 3,59065,Hamm,https://www.stadtwerke-hamm.de/privatkunden/startseite/,A,x,,,,x,,,,,
True,,Stadtwerke Hanau GmbH,100.00%,https://stadtwerke-hanau.de/produkte/strom/uebersicht-strom,,,,,,,,,,,,,,,,
True,True,Stadtwerke Harsewinkel GmbH,70.91%,https://www.stadtwerke-harsewinkel.de/privatkunden/strom/stromherkunft/,,Münsterstraße 8,33428,Harsewinkel,https://www.stadtwerke-harsewinkel.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Haslach,0.00%,https://www.stadtwerke-haslach.de/index.php/strom/unterlagen,nicht aktuell,Alte Hausacher Str. 1,77716,Haslach,https://stadtwerke-haslach.de/,A,,,,,,,,,,
True,True,Stadtwerke Hattingen GmbH,16.77%,https://www.stadtwerke-hattingen.de/de/Privat-Gewerbekunden/Strom/Energietraegermix/,,Weg zum Wasserwerk 23,45525,Hattingen,https://www.stadtwerke-hattingen.de/,A,x,,,,x,,,,,
True,,Stadtwerke Havelberg GmbH,0.00%,https://www.stadtwerke-havelberg.de/produkte/strom/strom-uebersicht.html,FEHLER mit EEG,,,,,,,,,,,,,,,
True,,Stadtwerke Hechingen,0.00%,https://www.stadtwerke-hechingen.de/privatkunden/angebot/strom/unser-strom/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Heide GmbH,6.38%,https://www.stadtwerke-heide.de/kennzeichnung.html,,Hinrich-Schmidt-Str. 16,25746,Heide,https://www.stadtwerke-heide.de/index.php/startseite.html,A,x,,,,x,,,,,
True,True,Stadtwerke Heidelberg Energie GmbH,42.77%,https://www.swhd.de/de/Energie-und-Wasser/Strom/Rechte-Seite/Stromkennzeichnung.jpg,,Kurfürsten-Anlage 50,69115,Heidelberg,https://www.swhd.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Heidenheim AG,8.02%,https://www.stadtwerke-heidenheim.de/info-service/gesetze-verordnungen.html,,Meeboldstraße 1,89522,Heidenheim,https://www.stadtwerke-heidenheim.de/,A,x,,,,x,,,,,
True,,Stadtwerke Heilbad Heiligenstadt GmbH,2.76%,https://www.stadtwerke-heiligenstadt.de/index.php?id=147,,,,,,,,,,,,,,,,
True,,Stadtwerke Heiligenhafen,100.00%,https://www.stadtwerke-heiligenhafen.com/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Heilsbronn,0.00%,https://www.heilsbronn-stadtwerke.de/strom/allgemeines/,nicht aktuell,Kammereckerplatz 1,91560,Heilsbronn,https://www.heilsbronn-stadtwerke.de/,A,x,,,,x,,,,,
True,,Stadtwerke Hemau,0.21%,https://www.stadtwerke-hemau.de/cms/pages/strom/stromvertrieb/sonstige-veroeffentlichungen.php,,,,,,,,,,,,,,,,
True,True,Stadtwerke Herborn GmbH,66.98%,https://www.stadtwerke-herborn.de/privatkunden/strom/tarife-preise-ab-01012019/herborn-stadtteile.html#collapse2004-5,,Walkmühlenweg 12,35745,Herborn,https://www.stadtwerke-herborn.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Herford GmbH,96.33%,https://www.stadtwerke-herford.de/?page=produkte_strom,,Werrestr. 103,32049,Herford,https://www.stadtwerke-herford.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Herne AG,34.06%,https://www.stadtwerke-herne.de/privatkunden/produkte/strom/copy_of_strominfos,,Grenzweg 18,44623,Herne,https://www.stadtwerke-herne.de/privatkunden,A,x,,,,x,,,,,
True,,Stadtwerke Herrenberg,100.00%,https://stadtwerke.herrenberg.de/gaeugas-gaeustrom/gaeustrom/tarife/privatkunden/gaeustrom-eco,,,,,,,,,,,,,,,,
True,,Stadtwerke Hettstedt GmbH,0.00%,https://stadtwerke-hettstedt.de/strom.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Hilden GmbH,53.93%,https://stadtwerke-hilden.de/privatkunden/hildenstrom/produkte-und-preise.html,,Am Feuerwehrhaus 1,40724,Hilden,https://stadtwerke-hilden.de/,A,,,,,,,,,,
True,True,Stadtwerke Hockenheim,17.20%,http://www.stadtwerke-hockenheim.de/hockenheimGips/Gips?SessionMandant=Hockenheim&Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&RessourceID=6495,,Obere Hauptstr. 8,68766,Hockenheim,http://www.stadtwerke-hockenheim.de/,A,x,,,,x,,,,,
True,,Stadtwerke Hollfeld,0.21%,https://www.stadtwerke-hollfeld.de/index.php/preise-und-tarife,,,,,,,,,,,,,,,,
True,True,Stadtwerke Holzminden GmbH,0.00%,https://www.stadtwerke-holzminden.de/stadtwerke_holzminden/leistungen/strom/preisbestandteile.htm,FEHLER fehlerhafte Kennzeichnung,Rehwiese 28,37603,Holzminden,https://www.stadtwerke-holzminden.de/,?,,,,,,,,,x,
True,True,Stadtwerke Homburg GmbH,7.72%,https://www.stadtwerke-homburg.de/energie/strom/unser-strom-mix.html,,Lessingstr. 3,66424,Homburg,https://www.stadtwerke-homburg.de/startseite.html,A,x,,,,x,,,,,
True,,Stadtwerke Horb am Neckar,31.70%,https://www.horb.de/Energie,,,,,,,,,,,,,,,,
True,True,Stadtwerke Hünfeld GmbH,0.85%,http://www.stadtwerke-huenfeld.de/strom/strommkennzeichnung/index.html,,Lindenstraße 8,36088,Hünfeld,https://www.stadtwerke-huenfeld.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Husum GmbH,32.14%,https://www.stadtwerke-husum.de/strom/#stromkennzeichnung,,Am Binnenhafen 1,25813,Husum,https://www.stadtwerke-husum.de/,A,x,,,,x,,,,,
True,,Stadtwerke Ilmenau GmbH,3.46%,https://www.stadtwerke-ilmenau.de/service-formular/veroeffentlichungen.html,,,,,,,,,,,,,,,,
True,,Stadtwerke Ingolstadt Energie GmbH,13.38%,https://blog.sw-i.de/blogdetail/news/strommix-das-steckt-in-ihrem-strom/?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&cHash=baaaaab8229404cee0a5e477c2368ac3,,,,,,,,,,,,,,,,
True,True,Stadtwerke Iserlohn GmbH,32.63%,https://www.heimatversorger.de/de/Privatkunden/Energie-Wasser/SauerlandStrom/Stromkennzeichnung/,,Stefanstr. 4-8,58638,Iserlohn,https://www.heimatversorger.de/de/Netz/,A,x,,,,x,,,,,
True,True,Stadtwerke Itzehoe GmbH,0.00%,https://www.stadtwerke-itzehoe.de/strom/oekostrom/,nicht aktuell,Gasstraße 18,25524,Itzehoe,https://www.stadtwerke-itzehoe.de/,A,,,,,,,,,,
True,True,Stadtwerke Jülich GmbH,0.00%,https://www.stadtwerke-juelich.de/privatkunden/swj-stabilstrom-2020/,nicht aktuell,An der Vogelstange 2a,52428,Jülich,https://www.stadtwerke-juelich.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Kaarst GmbH,100.00%,https://www.stadtwerke-kaarst.de/strom/allgemeine-hinweise/stromkennzeichnung/,,Rathaus Stadt Kaarst,41564,Kaarst,http://www.stadtwerke-kaarst.de/,R?,,,?,,,,,,,
True,,Stadtwerke Kalkar GmbH & Co. KG,90.66%,https://www.stadtwerke-kalkar.de/strom/allgemeine-hinweise/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Kaltenkirchen GmbH,1.79%,http://www.stadtwerke-kaltenkirchen.de/relaunch/Home/23a21f8acd99/82.html,FEHLER mit EEG,Kamper Weg 38,24568,Kaltenkirchen,https://www.stadtwerke-kaltenkirchen.de/relaunch/index.php,A,x,,,,x,,,,x,
True,True,Stadtwerke Kamp-Lintfort GmbH,7.01%,https://www.swkl.de/stromkennzeichnung,,Wilhelmstraße 1a,47475,Kamp-Lintfort,https://www.swkl.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Karlsruhe GmbH,0.64%,https://www.stadtwerke-karlsruhe.de/swk/privatkunden/strom/energietraegermix.php,,Daxlander Straße 72,76185,Karlsruhe,https://www.stadtwerke-karlsruhe.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Kelheim GmbH & Co. KG,16.35%,https://www.stadtwerke-kelheim.de/images/Dokumente/Stromkennzeichnung-2017%20aufbereitet%20Grafik.jpg,,Hallstattstr. 15,93309,Kelheim,https://www.stadtwerke-kelheim.de/,A,x,,,,x,,,,,
True,,Stadtwerke Kempen GmbH,0.21%,https://www.stadtwerke-kempen.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/stromkennzeichnung-veroeffentlichung-fuer-2017-stadtwerke-kempen.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Kiel AG,9.20%,https://www.stadtwerke-kiel.de/swk/de/produkte/privatkunden/strom/fragen_zum_strom/kieler_strommix/kieler_strommix.jsp,,Uhlenkrog 32,24113,Kiel,https://www.stadtwerke-kiel.de/swk/de/,A,x,,,,x,,,,,
True,,Stadtwerke Kirn GmbH,0.00%,https://www.stadtwerke-kirn.de/fileadmin/user_data/Stadtwerke_Kirn/Stromkennzeichnung_2017.pdf,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,True,Stadtwerke Kleve GmbH,16.33%,https://www.stadtwerke-kleve.de/fileadmin/PDF/Strom/Stromkennzeichnung_2017.pdf,,Flutstraße 36,47533,Kleve,https://www.stadtwerke-kleve.de/privatkunden,A,x,,,,x,,,,,
True,True,Stadtwerke Klingenberg Kommunalunternehmen (AöR),0.00%,https://www.stadtwerke-klingenberg.de/index.php/strom/strom-kennzeichnung,nicht aktuell,Rathausstraße 9,63911,Klingenberg a.Main,https://stadtwerke-klingenberg.de/,R,,,?,,,,x,,,Gründung der BürgerEnergieWerke Klingenberg GmbH
True,True,Stadtwerke Konstanz GmbH,100.00%,https://www.stadtwerke-konstanz.de/fileadmin/pdf/Energie/20181025_Stromkennzeichnung-2017.pdf,,Max-Stromeyerstr.21-29,78467,Konstanz,https://www.stadtwerke-konstanz.de/de/,R,,,X,,,,,GrünerStrom,,
True,,Stadtwerke Kulmbach,4.07%,https://www.stromfix-kulmbach.de/faq.html,,,,,,,,,,,,,,,,
True,True,Stadtwerke Kusel GmbH,96.39%,https://stadtwerke.kusel.de/produkte/strom/strommix/,,Lehnstraße 32,66869,Kusel,https://stadtwerke.kusel.de/home/,A,x,,,,x,,,,,
True,True,Stadtwerke Laage GmbH,0.00%,https://www.stadtwerke-laage.de/downloads.html,nicht aktuell,Polchower Chaussee 12,18299,Laage,https://stadtwerke-laage.de/index.html,A,x,,,,x,,,,x,
True,,Stadtwerke Lage GmbH,0.00%,https://www.stadtwerke-lage.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Lambrecht (Pfalz) GmbH,61.78%,https://www.sw-lambrecht.de/de/Service-Dienste/Service/Download-Center/Download-Center/Stromkennzeichnung-2017-Endfassung-SWL.pdf,,Hauptstrasse 14,67466,Lambrecht,https://www.sw-lambrecht.de/,A,x,,,,x,,,,,
True,,Stadtwerke Landau a.d. Isar,0.21%,https://www.swlandau.de/strom/stromvertrieb/veroeffentlichungen/,,,,,,,,,,,,,,,,
True,,Stadtwerke Landsberg KU,100.00%,https://www.stadtwerke-landsberg.de/produkte/oekostrom/privatkunden-strom/,,,,,,,,,,,,,,,,
True,,Stadtwerke Landshut,20.91%,http://www.stadtwerke-landshut.de/fileadmin/files_stadtwerke/strom/stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,
True,,Stadtwerke Langenfeld GmbH,0.00%,https://www.stw-langenfeld.de/de/Energie-Trinkwasser1/Strom/Preise-Vertraege/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Langen GmbH,81.87%,https://www.stadtwerke-langen.de/de/Produkte/Strom/Stromkennzeichnung/Linke-Seite/SWL-Serviceinformationen-20180313-FINAL.pdf,,Weserstr. 14,63225,Langen,https://stadtwerke-langen.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Langenzenn,12.53%,https://www.langenzenn.de/fileadmin/Dateien/Dateien/Stadtwerke/Strom/Stromkennzeichnung_2017_-_31.10.2018.pdf,,Obere Ringstrasse 17,90579,Langenzenn,https://www.stadtwerke-langenzenn.de/startseite/,A,x,,,,x,,,,,
True,True,Stadtwerke Laufenburg,85.77%,http://www.laufenburg.de/fileadmin/Dateien/Dateien/Stadtwerke/Stromkennzeichnung_2018.pdf,,Hauptstraße 30,79725,Laufenburg,https://www.laufenburg.de/leben-wohnen/stadtwerke/stadtwerke-kontakt/,A,x,,,,x,,,,,
True,True,Stadtwerke Lauterbach GmbH,7.43%,https://www.stadtwerke-lauterbach.de/strom/Strominformation/stromkennzeichnung/,,Hinter dem Spittel 15,36341,Lauterbach,https://www.stadtwerke-lauterbach.de/,A,x,,,,x,,,,,
True,,Stadtwerke Lebach GmbH & Co. KG,83.65%,https://www.kommpower.de/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Stadtwerke Lehrte GmbH,3.10%,https://www.stadtwerke-lehrte.de/uploads/media/Stromkennzeichen_2017.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,
True,,Stadtwerke Leinefelde-Worbis GmbH,0.00%,https://www.stadtwerke-leinefelde.de/bekanntmachungen-veroeffentlichungen-und-informationen/veroeffentlichungspflichten/unser-energiemix,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Leine - Solling GmbH,0.00%,https://www.stadtwerke-leine-solling.de/strom/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Leinfelden-Echterdingen,100.00%,http://www.stadtwerke-le.de/ceasy/modules/resources/main.php?download=1&id=133,,,,,,,,,,,,,,,,
True,True,Stadtwerke Leipzig GmbH,12.00%,https://www.l.de/stadtwerke/extras/rechtliches,,Eutritzscher Str. 17-19,4105,Leipzig,https://www.l.de/stadtwerke,A,x,,,,x,,,,,
True,True,Stadtwerke Lemgo GmbH,4.25%,https://www.stadtwerke-lemgo.de/privatkundenbereich/strom/lemgostrom/,,Bruchweg 24,32657,Lemgo,https://www.stadtwerke-lemgo.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Lengerich GmbH,5.54%,https://www.swl-unser-stadtwerk.de/privatkunden/strom/weitere-informationen/,,An der Mühlenbreede 4,49525,Lengerich,https://www.swl-unser-stadtwerk.de/,A,x,,,,x,,,,,
True,,Stadtwerke Leutershausen,0.21%,https://leutershausen-my.sharepoint.com/:b:/g/personal/najib_anjoka_leutershausen_de/EWAjFZaF_2lLuZPSOLXAYvAB6h7wSTcf7D4jZETZWkLuiQ?e=rljx50,,,,,,,,,,,,,,,,
True,,Stadtwerke Lichtenfels,100.00%,https://www.stadtwerke-lichtenfels.de/fileadmin/content/strom/dokumente/Kennzeichnung_der_Stromlieferungen_2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Lindau (B) GmbH & Co. KG,100.00%,https://www.sw-lindau.de/strom/stromkennzeichnung,,Auenstraße 12,88131,Lindau (B),https://www.sw-lindau.de/,R?,,,,,,,,,,
True,,Stadtwerke Lingen GmbH,2.72%,https://www.stadtwerke-lingen.de/pdf_files/downloads/18101126_stadtwerke_flyer_strompreise_haushalt_2019_v1_web_mit_rand.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Lippstadt GmbH,4.67%,https://www.stadtwerke-lippstadt.com/lippstadtGips/Gips?SessionMandant=SW-Lippstadt&Anwendung=EnWGKnotenAnzeigen&PrimaryId=924&Mandantkuerzel=SW-Lippstadt&Navigation=J,,Bunsenstraße 2,59557,Lippstadt,https://www.stadtwerke-lippstadt.com/,A,x,,,,x,,,,,
True,True,Stadtwerke Löbau GmbH,7.43%,https://www.sw-l.de/index.php/component/jdownloads/send/104-energietraegermix-2015/174-energietraegermix-2017,,Georgewitzer Strasse 54,2708,Löbau,https://www.sw-l.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Löffingen,37.58%,https://www.stadtwerke-loeffingen.de/fileadmin/Stadtwerke/PDF/2017_-_Stromkennzeichnung_der_Stadtwerke_L%C3%B6ffingen.pdf,FEHLER Umweltbelastungen,Rathausplatz 1,79843,Löffingen,https://www.stadtwerke-loeffingen.de/index.php?id=562,A,x,,,,x,,,,,
True,True,Stadtwerke Lohmar GmbH & Co. KG,8.28%,https://www.stadtwerke-lohmar.de/stromkennzeichnung.html,,Hauptstraße 27 -29,53797,Lohmar,https://www.stadtwerke-lohmar.de/startseite/,A,x,,,,x,,,,,
True,,Stadtwerke Loitz GmbH,100.00%,https://www.stadtwerke-loitz.de/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Lübbecke GmbH,1.27%,https://www.stadtwerke-luebbecke.de/de/Home/Rechtliches/,,Gasstraße 1,32312,Lübbecke,https://www.stadtwerke-luebbecke.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Lübeck GmbH,26.33%,https://www.swhl.de/produkte/luebeckstrom/,,Geniner Straße 80,23560,Lübeck,https://www.swhl.de/,A,x,,,,x,,,,,
True,,Stadtwerke Lübz GmbH,0.00%,http://www.stadtwerke-luebz.de/stromkennzeichnung.html,FEHLER mit EEG,,,,,,,,,,,,,,,
True,True,Stadtwerke Lüdenscheid GmbH,43.43%,https://www.stadtwerke-luedenscheid.de/Home/Privatkunden/Strom/Stromkennzeichnung.aspx,,Lennestraße 2,58507,Lüdenscheid,https://www.stadtwerke-luedenscheid.de/Home.aspx,A,x,,,,x,,,,,
True,,Stadtwerke Ludwigsburg-Kornwestheim GmbH,35.67%,https://www.swlb.de/de/Energie/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Ludwigsfelde GmbH,81.53%,https://stadtwerke-ludwigsfelde.de/produkteleistungen/privatkunden/strom/strommix_eeg_bericht/,,Potsdamer Straße 31,14974,Ludwigsfelde,https://stadtwerke-ludwigsfelde.de/,A,x,,,,x,,,,,
True,,Stadtwerke Ludwigslust-Grabow GmbH,0.00%,https://www.stw-ludwigslust-grabow.de/strom/stromkennzeichnung.html,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,,Stadtwerke Lünen GmbH,0.40%,https://www.stadtwerke-luenen.de/privatkunden/strom/energietraegermix/,,,,,,,,,,,,,,,,
True,,Stadtwerke Lutherstadt Eisleben GmbH,0.21%,https://sle24.de/privatkunden/beratung/veroffentlichungspflichten/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Lutherstadt Wittenberg GmbH,0.56%,http://stadtwerke.wittenberg.de/files/energietr__germix_2017.pdf,,Lucas-Cranach-Str. 22,6886,Lutherstadt Wittenberg,https://www.stadtwerke-wittenberg.de/,A,x,,,,x,,,,,
True,,Stadtwerke Malchow,0.00%,https://www.stadtwerke-malchow.de/Strom/Energiewirtschaft/Veroeffentlichungen/Stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Marburg GmbH,90.66%,https://stadtwerke-marburg.de/produkte/strom/infomaterial-und-downloads/,,Am Krekel 55,35039,Marburg,https://stadtwerke-marburg.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Meerane GmbH,0.00%,https://www.sw-meerane.de/oekostrompreiswert/Stromkennzeichnung/,nicht aktuell,Obere Bahnstr. 10,8393,Meerane,https://www.sw-meerane.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Meiningen GmbH,31.28%,https://www.stadtwerke-meiningen.de/pages/strom/stromkennzeichnung.php?searchresult=1&sstring=stromkennzeichnung#wb_431,FEHLER Deutschland-Mix,Utendorfer Straße 122,98617,Meiningen,https://www.stadtwerke-meiningen.de/,A,x,,,,x,,,,,
True,,Stadtwerke Menden GmbH,14.05%,http://www.stadtwerke-menden.de/de/Privatkunden/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Mengen,0.85%,https://www.mengen.de/sw/strom/kennzeichnungspflicht/index.php,,Mittlere Straße 40,88512,Mengen,https://www.mengen.de/sw/,A,x,,,,x,,,,,
True,,Stadtwerke Merseburg GmbH,0.38%,https://www.stadtwerke-merseburg.de/fileadmin/user_upload/pdf-dokumente/Privatkunden/Strom/SW_Merseburg_Stromkennzeichnung.pdf,,,,,,,,,,,,,,,,
True,,Stadtwerke Merzig GmbH,11.46%,https://www.stadtwerke-merzig.de/_Resources/Persistent/53313f5e547bc0bfbeaaf5e5f34abf477c23b9cb/Stromkennzeichnung%202017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Metzingen,98.94%,https://www.stadtwerke-metzingen.de/de/Unsere-Angebote/Strom/Kennzeichnung-Stromlieferung,,Stuttgarter Straße 59,72555,Metzingen,https://www.stadtwerke-metzingen.de/willkommen,A,x,,,,x,,,,,
True,True,Stadtwerke Mosbach GmbH,0.00%,https://www.swm-online.de/,nicht vorhanden,Am Henschelberg 6,74821,Mosbach,https://www.swm-online.de/,A,x,,,,x,,,,x,
True,True,Stadtwerke Mössingen,44.16%,https://www.stadtwerke-moessingen.de/de/Privatkunden/Strom/FAQ,,Freiherr-vom-Stein-Str. 18,72116,Mössingen,https://www.stadtwerke-moessingen.de/de/Privatkunden,A,x,,,,x,,,,x,
True,True,Stadtwerke Mühlacker GmbH,0.00%,https://www.stadtwerke-muehlacker.de/sw/produkte/strom/strom-kennzeichnung.php,nicht aktuell,Danzigerstraße 13,75417,Mühlacker,https://www.stadtwerke-muehlacker.de/sw/,A,x,,,,x,,,,,
True,True,Stadtwerke Mühldorf a. Inn GmbH & Co.KG,77.68%,https://stadtwerke-muehldorf.de/strom/stromkennzeichnung/,FEHLER mit EEG,Weserstraße 4,84453,Mühldorf a. Inn,https://stadtwerke-muehldorf.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Mühlhausen GmbH,0.00%,https://www.stadtwerke-muehlhausen.de/de/Service/Veroeffentlichungs-pflichten/,nicht aktuell,Windeberger Landstraße 73,99974,Mühlhausen,https://www.stadtwerke-muehlhausen.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Mühlheim am Main GmbH,100.00%,https://www.stadtwerke-muehlheim.de/de/Energie-Wasser/Strom/Stromkennzeichnung-2017.pdf,,Dietesheimer Straße 70,63165,Mühlheim,https://www.stadtwerke-muehlheim.de/,R?,,,,,,,,,,
True,True,Stadtwerke MüllheimStaufen GmbH,0.00%,https://alemannenenergie.de/service/formulare,nicht aktuell,Marktstraße 1-3,79379,Müllheim,https://alemannenenergie.de/,R,,,x,,,,,"TÜV Nord, OKPower+ option",x,
True,True,Stadtwerke Munster-Bispingen GmbH,15.09%,https://www.ihr-stadtwerk.de/versorgung/strom/downloads.html,FEHLER grober Rechenfehler,Rehrhofer Weg 127-133,29633,Munster,https://ihr-stadtwerk.de/stadtwerke.html,A,x,,,,x,,,,,
True,,Stadtwerke Münster GmbH,12.45%,https://www.stadtwerke-muenster.de/fileadmin/unternehmen/energie/dokumente/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerkenergie Ostwestfalen-Lippe GmbH,0.00%,https://www.stadtwerkenergie.de/de/-JUeRGEN-Strom/JUeRGEN-Strom/Juergen-Preisblatt-Strom-2019.pdf,FEHLER fehlerhafte Kennzeichnung,Am Gelskamp 10,32758,Detmold,https://www.stadtwerke-detmold.de,R,,,x,,,,x,TÜV Nord,,
True,,Stadtwerke Nettetal GmbH,5.94%,https://www.stadtwerke-nettetal.de/files/swn/Privatkunden/Produkte/Strom/Stromkennzeichnung%20fuer%20Privatkunden%202017.pdf,,,,,,,,,,,,,,,,
True,,Stadtwerke Neuburg a. d. Donau,0.00%,http://www.stw-nd.de/home/energie/strom/stromvertrieb/stromerzeugung-und-qualitaet/,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Neuenhaus GmbH,0.00%,https://www.waz-sw-neuenhaus.de/stadtwerke-neuenhaus/strom/preise/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Neuffen AG,0.00%,https://www.stadtwerke-neuffen-ag.de/privatkunden/strom/stromkennzeichnung/,nicht lesbar,Bahnhofstr. 32,72639,Neuffen,https://www.stadtwerke-neuffen-ag.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Neu-Isenburg GmbH,64.12%,http://www.swni.de/de/Energie/Strom/Oekostrom/PURelectra/PURelectra/Stromkennzeichnung-2018-fuer-2017.pdf,,Schleussnerstr. 62,63263,Neu-Isenburg,https://www.swni.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Neumarkt in der Oberpfalz,0.00%,https://www.swneumarkt.de/energie/strom/stromkennzeichnung.html,nicht aktuell,Ingolstädter Straße 18,92318,Neumarkt i.d.Opf.,https://www.swneumarkt.de/,A,x,,,,x,,,,,
True,,Stadtwerke Neunburg vorm Wald Strom GmbH,0.23%,https://www.stadtwerke-neunburg.de/fileadmin/stadtwerke/data/pdf/2017/Strom_2018/Strom_2018-2/Stromkennzeichnung_fuer_Homepage.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,
True,True,Stadtwerke Neuruppin GmbH,0.21%,https://www.swn.de/fileadmin/swn/Angebote_Downloaddoc/Strom/Stromkennzeichnung-2019.pdf,,Heinrich-Rau-Str. 3,16816,Neuruppin,https://www.swn.de/start.html,A,x,,,,x,,,,,
True,True,Stadtwerke Neuss Energie und Wasser GmbH,100.00%,https://www.stadtwerke-neuss.de/energie-wasser/strom,,Moselstraße 25-27,41464,Neuss,https://www.stadtwerke-neuss.de/,R?,,,,,,,,,,
True,True,Stadtwerke Neustadt am Rübenberge GmbH & Co. KG,0.00%,https://www.stadtwerke-neustadt.de/sw/leistungen/strom/?navid=357013357013,nicht aktuell,Herzstr. 3,31535,Neustadt a. Rgbe.,https://www.stadtwerke-neustadt.de/sw/,A,x,,,,x,,,,,
True,True,Stadtwerke Neustadt an der Aisch GmbH,100.00%,https://www.neustadtwerke.de/preisbestandteile.html,,Markgrafenstrasse 24,91413,Neustadt a.d. Aisch,https://www.neustadtwerke.de/,R?,,,,,,,,,x,
True,,Stadtwerke Neustadt an der Donau,0.21%,https://www.stadtwerke-neustadt-do.de/upload/strom/strom_vertrieb/Strommix2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Neustadt an der Orla GmbH,0.42%,https://www.stadtwerke-neustadt-orla.de/strom-und-gas/gesetzliche-regelungen-und-veroeffentlichungen/,,Ernst-Thälmann-Straße 18,7806,Neustadt an der Orla,https://www.stadtwerke-neustadt-orla.de/,A,x,,,,x,,,,,
